"120201088801701025","120201088801701013","synthesized35","synthesized19","synthesized51","synthesized27","120301088800704111","120201088801701054","120301088800704030","120101088800401027","synthesized24","synthesized8","synthesized15","synthesized48","synthesized9","synthesized36","120201088801701053","120301088800704038","120301088800704088","synthesized18","synthesized45","synthesized13","synthesized28","120401088801602149","synthesized22","synthesized1","synthesized54","synthesized25","120101088800401056","120401088801602016","synthesized41","synthesized34","synthesized10","120301088800704009","synthesized43","120301088800107120","synthesized21","synthesized29","synthesized53","120201088801701043","synthesized26","synthesized47","120101088800401068","synthesized6","synthesized20","120301088800704017","120101088800401080","120401088801602044","synthesized2","synthesized44","synthesized52","120301088800107021","120101088800401002","synthesized30","120101088800401091","synthesized31","120201088801701001","synthesized33","synthesized12","synthesized7","120301088800107096","120301088800107003","120401088801602037","synthesized40","synthesized16","120301088800107039","120101088800401096","synthesized5","synthesized14","120301088800107200","120301088800107143","120201088801701019","120301088800704054","synthesized49","synthesized4","120301088800704122","synthesized11","synthesized46","120201088801701050","120301088800704079","120201088801701031","120101088800401015","synthesized42","120101088800401037","120101088800401011","120301088800704062","synthesized17","synthesized37","120301088800107171","120301088800107077","synthesized39","synthesized32","120201088801701037","120301088800107058","synthesized38","120301088800107176","120401088801602002","synthesized3","synthesized50","synthesized23"
247408.795602863,24953.0470946025,89680.7900539762,18456.1426965456,85888.9165755908,51141.7798673442,1327335.47106497,1952069.11929769,311960.34836374,58982.7009264555,0,61908.4929960035,35154.8123102803,31171.9329710153,61761.3632398592,36700.0905219141,51363.8212398692,35155.8104232915,36622.8986523466,27848.9656789155,38424.2006071041,51931.1755789158,147274.877442697,27032.5798188849,77617.7272695907,130801.580229186,46246.332380183,38439.3014552764,274226.704731435,18484.7147934759,38457.8953779198,106065.228479393,1324395.67670922,48615.8025304861,35102.5065271741,746003.985067245,124712.217384476,38390.4875501716,207988.242423454,42298.5929625812,53937.0595470792,37247.2663849432,170019.263281744,56796.4426117364,166185.416212183,39438.2562531765,237210.940797788,21917.7311575637,137123.859283786,95238.3108422042,41397.2088412109,273442.284918662,49441.272959033,37716.4472904531,207774.351641364,112429.900143691,69114.7408172517,46435.9455658119,56887.5112093874,98870.8627864625,1052131.99578111,268818.310628078,27619.0589145632,24938.5231833201,87159.7125501785,657989.085667799,50171.1713389809,1606268.39985715,35379.1397193381,206819.142013348,67391.3243600703,112747.020361053,422555.878636816,58298.1359387771,58204.8772478274,396461.172545804,39368.784939473,94510.5072327138,374101.995629166,22461.3662438966,155367.507473382,101522.394156302,37935.0359337233,35723.7058384115,36990.4027384178,317572.853514072,42487.3502534645,37515.1112429036,110360.265155259,76801.9918144625,35122.883115918,72044.4800029884,30488.3106996295,38165.7052566091,187864.131672124,18917.6924019532,85376.0242932699,62998.5437385225,188345.178380208,60183.6412325551
218066.908663909,77766.4472964731,51943.8648861131,62536.5414899615,27950.2516330275,99869.7820663008,1281477.63167362,1919730.32172252,280707.975338985,12243.2839711957,61908.4929960035,0,62171.5591052366,77508.0557189387,4826.50099035646,54049.9314701802,31291.6771819819,65915.3846315969,73969.127419645,52944.1464398672,49566.930032431,100924.298870771,109823.850523445,57764.0873311886,23135.0903774108,69047.1575071642,37035.5822251734,49554.1576160399,212682.033406372,43671.6038152675,79023.6393574052,44200.6084911827,1290942.41565737,34212.2201143543,64487.2403804382,709891.131533525,86243.2654257135,78864.0317500532,146209.38287666,30495.9656859766,103544.547332823,52444.5817295556,112859.304256684,8513.98169681099,104283.171790482,81204.7958880789,175539.705862057,48600.0845960564,75285.0518904933,35353.2998678098,43970.2117101046,242648.838217522,55030.1524978386,77179.7493793956,145994.703561934,86681.040282329,7657.13438252375,93246.5913433775,45857.8142648831,37490.5282056728,1019675.6586103,238563.384535448,54953.5977036025,37502.6555593774,26063.4113472396,622932.318974882,18708.6114755978,1573071.77406878,68235.1404224771,169192.8781695,21549.3829938919,51114.8725543562,369402.444113758,25441.368014521,25505.0174678544,366600.525979386,81057.312110917,34730.9919276003,312817.599896892,39475.2965641584,93592.8094234034,40916.085586823,77747.283072712,26975.3790641044,75140.3070880487,256552.612008005,86962.2334757355,51734.1837401746,49149.1831709042,37851.6811778216,65201.3157076904,59279.0062562025,76152.3311103746,78321.9227066183,126015.26088218,65138.0283404266,41298.3366988634,22825.1975268726,128550.846912577,24249.7568524978
270972.382143333,25763.5694834524,106063.537812321,17218.2155776118,76412.9718037648,39172.5757945868,1342709.71071857,1975622.26398608,335016.649654393,66113.0707746835,35154.8123102803,62171.5591052366,0,19876.5003208887,59407.300874243,8745.83404347108,35523.8097791829,3971.73095787302,12430.872256127,11178.97418406,13658.6106548502,40250.7685500967,165908.551692591,8635.64865058063,67251.5958313509,127506.680923495,28135.9974379529,13698.1829265362,269994.378131801,37319.7167422053,17694.9095673176,101255.51699102,1347312.83913216,31661.6149873716,2460.29944147934,767345.446921421,142308.887418315,17529.3302624509,203028.440228852,31929.7458107529,42931.0483333768,10489.4484630026,174883.854427359,54110.878550723,160459.755390627,19960.5178385024,232623.006901085,19517.2285391295,130578.841798069,86557.8646028186,19973.7736537137,296525.360725408,77471.3649289344,15781.2866263458,202811.430755701,135218.546477449,66975.9976980061,32379.921323641,80116.0995264029,92528.1064982796,1075471.88929742,292115.726330017,9757.16243119577,40588.4826814016,81417.1533727057,679825.282333913,43961.9901153841,1629359.97155706,6418.65963195838,226137.104679232,55552.6837344055,110655.359940242,431573.208147351,44571.2901961345,44454.4382535503,420413.611340567,19807.6329112716,85774.4398106898,370474.990577819,35338.7137573508,151307.26788945,93285.1714507589,16368.3526745182,46425.9364496426,13653.2417638433,315027.700937671,25918.055767472,11268.4344300839,102653.179662444,91465.8120455063,3236.04431855807,96902.8544476074,18640.8827322584,16965.8299630412,182579.366740019,18000.6728827485,98329.669812098,50338.2424840425,189352.499781037,46912.0635142142
277416.922055951,8824.84512184114,115955.017251765,16354.2840080188,94808.9472687077,22746.8848145902,1354276.65156722,1982315.65381622,341862.496048082,79112.683379828,31171.9329710153,77508.0557189387,19876.5003208887,0,75487.7747405698,28046.0669408697,54199.7193940859,16360.888845983,10072.8559496163,25003.5923095142,32772.4660620721,23751.3426243454,175098.612535692,20126.818846726,85686.5556641497,144967.62525862,46914.2952907104,32800.0419260646,288141.578562523,42652.2078509363,8382.68897116698,118874.975864172,1354433.82462291,50388.0861176247,17676.1556740308,775461.746349459,151921.435970572,8391.33088787885,221212.508442488,48833.7636137283,26277.485539369,29719.5789416175,190151.808225141,70077.3299834657,178681.571547985,8603.91952451791,250788.354675458,29260.105253588,148840.087115324,104918.035062376,38905.1775230937,303320.678133559,80052.1506800502,8680.43335153655,220995.651896575,141829.290558199,83239.1780711491,16619.6565186941,85890.5412855098,110426.118290246,1082285.13771071,298762.686128553,23019.2318743715,48032.1860345199,99010.4424669808,687608.054020492,60500.7568713574,1636370.14097797,14313.552487044,235141.162787882,74053.0459264063,127649.485603692,445783.513795249,63154.1911748961,63038.3928748998,426689.452966063,8570.69643322571,104137.265710658,388590.670260395,43172.3073639182,169100.643197836,111625.189706782,8538.45982809168,56795.6790746961,9448.57915673854,332833.370741305,11524.9081998249,30467.7456992888,120968.938024287,101953.095060507,17018.8691129029,101898.450934038,1424.36297562811,8442.88953301324,200779.555668642,14177.1255678196,109714.334029724,68874.8969886247,205928.137356221,65475.0816523779
222664.849761665,76257.7879399711,56695.7843322869,60975.4727749711,25654.9983857505,97617.0775846165,1285008.47519025,1924030.40839353,285206.479126006,16773.2880552424,61761.3632398592,4826.50099035646,59407.300874243,75487.7747405698,0,51087.3509774794,27244.6848425336,63227.4013116539,71419.4961160761,50666.7940418929,46463.2895427748,98679.067774901,114322.242981122,55530.5191507151,19670.8146341214,70009.5405648579,33379.0833311563,46444.5349193175,213657.138353482,43881.6166879022,76546.641324737,44523.6356936032,1295210.619203,30373.7100992919,61771.1999241114,714076.008031176,90790.6310463138,76384.9061498339,146991.302793501,27501.6094762541,101321.895288138,49432.4594243039,115483.788023155,5524.82429698134,104813.995814066,78758.0988765749,176425.215542966,46987.6346449751,75469.3756898313,33986.2799154399,40662.2435175319,247186.556699576,58566.688855534,74679.1282974499,146775.708077586,91491.0509994894,7776.24152824274,90932.333279929,49989.9257815125,37117.5741692308,1023997.60314036,243120.684005013,52674.7182880862,37981.3492452494,25419.8059319559,627178.08442705,15474.0845810954,1577342.61605148,65590.2817416542,173549.117984398,16814.2048508282,52332.356669933,372333.298847566,20870.0699074984,20939.8439864574,371106.819768284,78608.7437049905,33301.7258831521,313928.173409304,39338.8337777927,94451.6451645534,39975.8398927435,75252.8186481149,27937.3284957618,72608.3567675205,257825.357213589,84579.4299319717,48700.3986728544,48635.4593392915,42656.5059177733,62501.600859222,63796.0634380579,74119.1487845832,75835.401924322,126698.195290946,63583.7228812002,45944.3737935198,18029.9965629889,130449.286857352,19566.9023523711
265221.285677443,32819.7906488836,99507.1039499909,21035.4874304726,67673.9605505669,47909.0019226181,1335136.63930665,1969525.98266794,329064.616331883,58749.846270738,36700.0905219141,54049.9314701802,8745.83404347108,28046.0669408697,51087.3509774794,0,26783.8502274089,12714.9639726189,21172.1453458319,8906.80277862556,4934.11475916781,48990.2729061241,159370.579184828,10692.9902537985,58510.6377879555,118814.129301631,19395.5448802367,5060.62217813638,261256.495954433,34379.6111855469,26435.594146463,92555.2508453513,1341091.86138229,22926.4205131352,11204.100773213,760838.601123277,135691.098881881,26269.8541471106,194290.649557211,23626.5214834951,51667.6492880063,1789.89738640604,166543.521860898,45848.9846760308,151721.20839319,28695.3014945069,223885.16815459,16816.042500179,121840.191605709,77818.9578237079,11228.3373397718,290622.385643444,74183.5127479102,24515.1619893674,194073.636363384,129721.786186885,58571.3429157985,41119.675035181,75430.1068941149,83806.3985998534,1069368.43397207,286269.346217445,9205.21852422746,36384.536161999,72730.1307024307,673439.881426428,35614.5619204545,1623166.15657375,15161.1637923252,219552.360977486,46819.0578426666,102031.862751962,423391.43575632,35831.6857485724,35714.8336990839,414612.115045831,28542.4110948532,77037.1726297268,361736.31895534,31310.1681273199,142584.781450111,84546.3203452116,25109.15957102,40548.386807454,22394.3356139893,306296.742672082,34663.2149391682,2557.18625817226,93915.7522652835,84790.7829547252,11953.2702081046,92319.8896628429,26743.2612258516,25706.5832109109,173840.85160494,22707.662802206,91287.1602599752,41601.7137256716,180759.367832807,38172.5085869601
248677.462831013,57396.7830290879,81984.2613976572,42907.9611807682,40890.2021809504,74692.7761529447,1312014.37824343,1950964.96873923,311640.66025558,39805.3222735505,51363.8212398692,31291.6771819819,35523.8097791829,54199.7193940859,27244.6848425336,26783.8502274089,0,39495.0302628274,47954.0932557212,29853.9394330241,21866.431121213,75773.5716362618,140821.172226185,34456.1326690598,31727.8513463077,92225.9851486095,7388.55008822884,21870.7094500558,234472.756045473,38559.3396119813,53218.0678020133,65953.0534346625,1322201.17698305,3877.70013272424,37983.5126352568,741179.802006464,117149.392758511,53052.3567738604,167506.932042603,9676.11411511223,78451.4147650214,25035.2197104947,141280.413114136,22877.4104663073,124937.42810085,55479.0489603218,197101.437611166,30530.9902605795,95056.4404062446,51035.1914079775,15565.8287069594,273476.859870614,70184.4241199119,51298.9614917378,167289.924425759,115397.337359424,33871.9148132267,67902.8121819546,66381.8477432052,57107.8379630481,1050892.03502782,269327.408396983,31667.6712141072,35807.3982851825,46227.5914878068,654205.000190355,13540.7598035223,1604328.5519695,41942.1176726974,200396.531433809,20042.9110233903,75760.6363565489,398460.739371664,9047.89508964035,8931.16586858527,397498.887294034,55326.1695246447,50253.8726651949,334952.5598672,33304.0672288175,115858.384173956,57762.5702203308,51891.5368593574,32079.5865395569,49176.4657017298,279537.049731253,61439.4390321344,24256.4531449414,67132.2652511775,67336.9330870119,38736.9791539405,82563.1477953992,52844.0969132775,52488.9768128888,147057.110391055,45320.5875937254,72050.0489134989,14820.9308009184,154520.096546378,11388.889622453
273638.811899965,22946.5809973625,109144.753402542,16752.2415571191,80384.3305171276,35201.4203118275,1346156.23449534,1978399.52140216,337761.751589293,69565.2787059206,35155.8104232915,65915.3846315969,3971.73095787302,16360.888845983,63227.4013116539,12714.9639726189,39495.0302628274,0,8459.57951682075,14004.4973635525,17630.0444386799,36279.3973467594,168946.29035556,10345.9105301774,71222.7876305204,131459.122376269,32107.0688157043,17665.205162025,273965.768316998,39231.4217764844,13723.5325460519,105211.477811266,1350149.40250073,35633.0206986947,1512.68688986821,770317.375791967,145390.852022668,13558.1462437347,206999.828690672,35776.2759642013,38959.822350397,14460.8021368972,178686.848265657,57910.50361694,164431.137880564,15989.9004515654,236594.39873917,21821.6483035653,134550.223084002,90529.2277262243,23943.0003957603,299253.951903749,79239.9315705338,11811.4731590702,206782.829155389,137826.80408099,70822.9322649648,28408.5483916274,82464.5148009422,96492.7046757947,1078257.85867057,294820.027326803,12272.6267049879,42955.2513175633,85368.4157412462,682744.826263136,47802.6265500289,1632182.7065772,2448.1473375752,229177.525186415,59523.9911769302,114580.663702291,435298.817003965,48542.5671619722,48425.6972257247,423083.761846739,15837.1394867556,89745.8324960812,374446.375581405,37699.7369032348,155272.713834807,97256.5343356686,12396.9996283399,49377.3071634897,9681.92507688018,318996.056412123,21948.5602891934,15239.7980712723,106624.57757455,94611.021847907,841.033003759981,99170.1174133605,15199.2107978579,12994.5152702529,186550.753082507,16955.1197345234,101617.796667717,54309.6405001976,193262.45265713,50883.3714199846
279421.871294221,18423.1349151494,115888.688414041,18763.427193627,88843.6154777326,26742.6612518918,1353507.19052531,1984328.83659176,343688.926739043,77085.6014289899,36622.8986523466,73969.127419645,12430.872256127,10072.8559496163,71419.4961160761,21172.1453458319,47954.0932557212,8459.57951682075,0,21280.3335881495,26089.4259202822,27820.0639818689,175541.244795878,16773.2606224548,79681.7669979997,139881.71867004,40566.042449731,26119.7154299293,282425.148091253,44226.4428515996,5264.37140396655,113641.594017559,1356210.49784222,44092.4000111765,9971.02991513412,776677.601292816,152093.22742063,5099.130385155,215459.205856081,44043.6303580151,30500.9450146901,22920.1948350786,186810.88648611,66071.316732036,172890.493481843,7535.49190896767,245053.769920215,28004.5900362543,143009.567382047,98988.5254355283,32399.4400363359,305157.04305448,83513.3534112886,3366.57472079022,215242.201701656,143590.973679568,79058.2736536577,19949.1610949191,87856.8652442977,104939.325129183,1084216.82280633,300674.205709192,19334.0903828754,48697.7895462953,93790.5787264952,688998.758233356,56044.2174852104,1638211.23507709,6012.59986329447,235746.188061537,67983.2470606355,122951.723626495,443248.878949143,57001.7426937657,56884.8788098352,428838.571353001,7382.61787502896,98205.2211227807,382905.73443846,43517.1844169749,163720.383551929,105715.868453004,3937.89587034937,56085.1709469955,1224.24000039843,327449.204868332,13496.9282079018,23699.0630753498,115083.947840115,101503.843008216,9223.1012832079,104339.794832649,9385.57573955947,4535.15133445664,195010.104656049,17741.9616395482,108773.8479718,62769.0172884932,201598.943127416,59342.5583112154
259818.949290135,27548.9898232709,95145.7830688189,13580.6961522709,69985.7671607103,46962.3731630683,1332324.09962262,1964505.20141176,323885.157120831,55820.4367944799,27848.9656789155,52944.1464398672,11178.97418406,25003.5923095142,50666.7940418929,8906.80277862556,29853.9394330241,14004.4973635525,21280.3335881495,0,11002.0368268522,48025.2676593426,154950.663038211,4898.11729426634,60904.7194889653,119969.74930412,22890.7706127731,11062.5199640244,263166.522092503,26523.4299133486,26169.6220946972,93874.5912807536,1336221.59878693,26189.2459852333,12857.8680684625,756335.742191249,131391.655536523,26013.5358454572,196250.100665927,23857.7105023148,50660.3129619997,9418.69982140402,165790.970876626,45262.9436416357,153734.462154463,28309.7455958826,225819.164144207,8608.04702270294,123913.291897948,80061.5250975837,15653.163131615,285388.038003219,66658.0732195453,24367.5231791062,196033.309142585,124050.214704338,58386.8029682155,40311.2120735286,68968.3233846481,85450.5862004057,1064357.9408111,280971.089348454,2142.37067777621,29465.4022293087,74012.232685534,668780.263188855,35536.2450283731,1618262.35411524,15990.0504256162,215181.102049184,49362.1261860664,102695.031909715,422038.295461899,38597.0929507059,38483.2770754947,409261.412945871,28164.3654058472,79284.4291181015,363606.322878709,24218.4089389229,144104.146659093,86751.8844343491,24923.1161440929,35386.4642043743,22400.5393224629,307832.75855697,34037.5298733599,9736.42576742013,96078.3652586277,80619.279357315,13416.7297741719,85772.7750538891,23635.927444657,25483.5333024726,175822.916324521,15759.7614361874,87683.1087356647,44236.8064207464,181094.110618092,40880.7314298412
262054.351723387,37101.1217315518,95967.2450312008,24325.274251965,62754.5879635042,52830.6919203634,1330878.6146133,1966101.8942341,325768.653480295,54779.8725247771,38424.2006071041,49566.930032431,13658.6106548502,32772.4660620721,46463.2895427748,4934.11475916781,21866.431121213,17630.0444386799,26089.4259202822,11002.0368268522,0,53909.3437841611,155782.026501149,14273.3319953609,53594.0308019059,113923.343834783,14479.707616665,730.687021686498,256335.804914517,33619.2717254644,31353.4806018858,87660.6373086411,1337601.30351829,18003.0375876768,16118.4832441324,757194.237043841,132072.394926494,31187.8100544139,189369.871785077,19094.9776989246,56589.2540491027,3169.4517282137,161866.200536856,41290.6821190358,146801.223119935,33617.6822414491,218964.439336653,17149.1948611193,116920.334139196,72899.4399827995,6344.06793102155,287362.364107061,72728.396811817,29437.8821735421,189152.8604497,126789.288885016,53883.4611521077,46038.5019115019,73118.1553743521,78898.1208590344,1065947.63347734,283043.206262629,12059.1892261992,34759.2525488757,67845.7773587278,669866.868993883,31005.725834623,1619688.68626813,20077.1740359866,215911.285526208,41894.4989585636,97183.9242456447,418794.431823864,30913.3759869585,30796.5528556525,411390.726281131,33464.830723528,72115.8608937228,356816.446254721,29942.455053339,137671.765536181,79626.7177023275,30026.9136953247,37732.3945243087,27311.7604860249,301380.190204693,39573.058636265,2391.36642201368,88994.6084215687,81203.314699827,16877.6062993943,90011.4152539939,31445.8591504366,30624.4016436205,168920.826524615,26277.9593278461,87455.1101399918,36679.685310074,175926.280664886,33254.0889845349
299339.720245182,27079.4019755727,139392.917058554,39953.3826344064,116663.42850164,1141.44911349983,1377771.6729105,2003956.44058348,363888.05541092,102851.451798883,51931.1755789158,100924.298870771,40250.7685500967,23751.3426243454,98679.067774901,48990.2729061241,75773.5716362618,36279.3973467594,27820.0639818689,48025.2676593426,53909.3437841611,0,198230.809349673,43172.4558728063,107500.870297915,167606.858070745,68385.3354623945,53934.3853038922,310245.132222086,65850.1113065918,22555.8848314283,141389.990155048,1376321.80782963,71912.3626327473,37790.9764064478,797869.205103559,175210.546850847,22721.8991622101,243279.195092643,71549.3518424099,2703.62146684015,50740.1568239991,213711.655963528,93285.4028705241,200710.431759299,20297.0052968488,272873.764097717,52978.1489256473,170829.476472335,126808.377237855,60215.6005147205,325367.015913263,101346.28275216,24476.509131532,243062.188440411,164202.068943884,106389.636145457,7871.00062028883,108390.688357948,132728.795883605,1104044.12027663,320747.47667581,46011.9059604263,71495.9378079337,121524.640617961,709888.215367827,83455.9602286964,1658186.78532665,33832.192435607,258125.697965591,95802.9298835019,150550.894946649,469519.46507895,84821.3364613822,84704.4769794803,448369.22257168,20449.8245029328,126025.190132547,410725.677374024,66759.5697036669,191509.170601103,133535.707399301,23882.4542992523,80506.7008198792,26597.6219179974,355250.803807872,14361.6177935164,51519.0803761618,142903.938889303,125530.413636551,37037.5549191278,123919.350756374,25046.6529540498,23285.0342126938,222830.051035402,37601.2901463663,133388.02816695,90588.9927644919,229078.36006,87162.1605590101
108751.793188752,171338.281771154,59871.0002826969,158784.255364175,118729.441543336,197326.564253243,1180092.91540525,1810438.97832287,170887.513675739,101476.402966848,147274.877442697,109823.850523445,165908.551692591,175098.612535692,114322.242981122,159370.579184828,140821.172226185,168946.29035556,175541.244795878,154950.663038211,155782.026501149,198230.809349673,0,158945.980799392,122848.311120963,95217.8109253287,145682.33121766,155767.515014112,179834.581671437,132465.478488615,179724.015193599,101933.837262023,1181851.1782948,143332.741069628,167785.496682977,601477.22514469,23736.0270093436,179591.413074028,132477.466936228,137734.588394544,200484.770882313,158084.341950819,70274.9550954652,118039.532901752,113188.385893744,181539.904157726,151593.504348776,147545.611040489,107934.909738146,114855.67740975,151300.675649122,132902.041228357,100513.134979989,178194.587023275,132351.537082288,38730.4709093547,109514.520442306,191674.353474139,90494.1855323802,107739.845864021,910305.901581983,128902.71944355,156702.175462379,127162.367981995,109210.980595141,514086.517433859,127491.693068298,1463950.42273276,170837.248500737,60233.056731513,128854.75452038,92267.5669403817,281735.328591957,135180.391428727,135250.887222385,256784.783256955,181416.968571004,115125.615696672,267130.351368696,132202.006599897,102555.032926271,112717.820244525,178664.56377709,119578.477,176507.387430743,211465.888636949,186359.298879659,157515.702094672,110354.713053612,74587.5977370993,168365.929831049,77119.9949959447,173967.202476444,179141.28530872,121744.738579967,160927.692495729,68798.3843918691,131780.98765167,95692.3853396466,133781.945862631
263363.020691916,23080.8739961552,99219.1621307282,10350.458934441,74782.1931000589,42115.1654058341,1336734.38695271,1968167.16285332,327520.527240495,60369.4720218603,27032.5798188849,57764.0873311886,8635.64865058063,20126.818846726,55530.5191507151,10692.9902537985,34456.1326690598,10345.9105301774,16773.2606224548,4898.11729426634,14273.3319953609,43172.4558728063,158945.980799392,0,65686.5958337177,124850.959382205,27349.0468632429,14308.2312667573,268023.934093138,28930.6941131107,21495.3442739693,98748.7200095935,1339952.58159791,30724.0316669286,9537.44754199115,760224.145212217,135447.093919238,21342.9168035373,201101.593691966,28710.8054495714,45804.6857326086,11853.9858712203,170594.970767095,50131.4170814031,158579.763106466,23598.069755763,230673.771596371,11524.114945699,128750.244168024,84870.8509217678,19739.2174738131,289005.572661433,69015.8436713609,19746.6368311822,200884.775145847,127537.165839746,63258.6115341033,35484.0281802003,72122.3877952434,90307.7366554223,1068031.71255512,284560.137430384,2912.75692466946,32626.1409669469,78883.8251337908,672609.513838063,40418.5889558158,1621976.81536965,11947.7659752418,219168.877148016,54103.6658948359,107578.62617316,426749.124553687,43288.0850887792,43173.4620073185,412806.226483818,23455.2102415172,84091.2710529977,368468.852677072,27374.1771702166,148973.90234188,91567.7299250824,20280.2227077545,39398.4259560533,17842.7534055463,312708.148252467,29243.8371969802,12417.4261408405,100900.07850943,84781.1676765848,9927.54252337933,88824.4471030444,18753.9644265789,20825.8126139359,180672.274545106,12068.7114395109,92004.0532990113,48958.7111080907,185968.20095376,45586.8943108385
231574.728481496,88191.1167560871,69361.5878523092,73173.7945038387,9171.83358360716,106419.10881552,1284809.84187121,1929229.38178284,292835.845841265,35064.7234324455,77617.7272695907,23135.0903774108,67251.5958313509,85686.5556641497,19670.8146341214,58510.6377879555,31727.8513463077,71222.7876305204,79681.7669979997,60904.7194889653,53594.0308019059,107500.870297915,122848.311120963,65686.5958337177,0,60955.0881489414,39115.7725074335,53588.8545532271,202748.065157653,60865.3469197335,84945.6629341194,34806.5572958045,1300183.76166992,35593.5358295268,69711.3094554722,718490.087619086,100137.507107835,84779.9090603891,135782.782686721,37423.4132364776,110177.730005842,56762.971052704,112272.349762016,22570.999498822,93212.433803962,87205.5051052313,165376.998786326,59650.9683641054,63331.7687474831,19312.9876409641,47287.258991051,255322.627499787,78093.7648370488,83025.4482228443,135565.769754933,104945.747321497,17302.1696214303,99630.210769548,68871.5854251965,25715.9921202991,1029479.33380792,251483.508425212,62827.2943293251,55585.3699628421,16093.1351900325,632133.181230511,27472.7432437396,1582311.73736077,73669.8330872115,180240.520110423,11747.3784410531,45427.6362854007,369266.108349271,22680.8151953805,22797.69298473,378681.725990028,87052.6471123605,18541.20944275,303226.643733079,55840.3881821882,84251.7388836495,26039.4024468861,83619.1500352838,46442.6788239993,80904.1074927626,247847.379329914,93166.8194119445,55984.1617668704,35413.0981228676,56971.7874507554,70463.6223659642,81559.4137341593,84320.8561394493,84216.5974180298,115331.971210199,75715.0669738805,57671.1374398562,16925.1984900728,123743.187289189,20340.2889254589
196717.174411909,146211.489312845,71499.4336718688,130923.947945581,52023.0077902468,166529.649893698,1227472.50763615,1879712.94406781,252695.911199177,72951.7656612286,130801.580229186,69047.1575071642,127506.680923495,144967.62525862,70009.5405648579,118814.129301631,92225.9851486095,131459.122376269,139881.71867004,119969.74930412,113923.343834783,167606.858070745,95217.8109253287,124850.959382205,60955.0881489414,0,99549.8488023721,113908.040698115,143671.420907169,112397.061332388,145125.102276894,26273.020934784,1250488.29566536,96052.0907808128,129954.655905846,668358.823156689,79967.6272364981,144959.956994165,77189.7289609885,96176.768434378,170277.698480637,117073.528180413,55688.007580326,75366.1455887688,35875.5792957813,147378.402478993,106495.498940494,116946.718760277,13157.7310839664,42253.2178507975,107662.669817771,217454.34431663,110172.216811425,143214.138225064,76975.6634042488,98453.201424697,62287.0442032965,159759.48440201,96577.9981746118,35241.8446209353,980980.838380226,214372.876132589,121964.859166092,106049.311773363,46091.5150372315,583239.255160714,84499.9411865398,1532473.34988364,133895.20359716,141327.991215745,72440.6472673869,18120.3605737177,309911.137521268,83272.5319036431,83388.0327994928,337148.776906138,147226.117941778,43002.2545460058,243922.21282663,108446.717283665,24576.9072674652,35889.5844932184,143803.625925458,95262.5342577935,141099.176410663,187904.745817108,153311.933896551,116299.21671254,27321.9174250798,70680.9599838291,130705.776925678,99583.6722126233,143593.214283702,144398.793023544,57113.0207995596,133530.978461546,63328.7546662984,77576.5647451261,63046.4357379699,80959.5150189714
253066.038590905,50393.0783665259,86344.6157904927,36221.4194430204,48278.5327575694,67304.4784885315,1318378.81998189,1956065.993956,316316.438018511,44228.9255066698,46246.332380183,37035.5822251734,28135.9974379529,46914.2952907104,33379.0833311563,19395.5448802367,7388.55008822884,32107.0688157043,40566.042449731,22890.7706127731,14479.707616665,68385.3354623945,145682.33121766,27349.0468632429,39115.7725074335,99549.8488023721,0,14496.3908719985,241861.056270859,35488.4047775906,45829.9448757552,73278.0554830474,1327385.05278564,3547.16025912543,30595.6763137405,746558.422481703,121958.573048227,45664.2577822556,174895.221812308,8859.17033995038,71063.0876662392,17648.0447074072,148195.918547585,28558.3470340095,132325.7486275,48090.699858126,204489.738348402,24692.4211983714,102444.741293352,58423.5206625102,8181.6278220964,278054.415087165,70298.028094611,43910.6418934057,174678.223041082,118919.339491249,40420.9403369596,60514.6046575932,67950.0446551831,64465.589872955,1055953.19357386,273843.931523034,24622.8140590685,33917.0246789655,53510.3590316895,659458.336422773,18421.8449787458,1609502.41639786,34554.1605833021,205510.433834836,27427.6206187274,82974.8292024948,405314.26913911,16436.2568760511,16319.3497775287,402114.154128653,47937.8647299022,57642.0072193462,342340.87140587,30501.1654078837,123228.377049276,65150.8622276173,44503.43801997,32487.9929603949,41788.3996064837,286918.272052348,54052.456356309,16869.4039790068,74520.4909876946,71577.9651391428,31348.6589015879,84522.503229377,45565.0856670942,45100.8983281201,154445.412407515,38552.6999709102,76906.8959664525,22207.6654170698,161740.387739143,18777.0912195941
